Player_ID,Daily_Play_Time,Purchase_Frequency,Task_Completion,Achievements
1,2.496714153011233,2,29,13
2,1.8617356988288154,2,13,5
3,2.6476885381006925,0,5,4
4,3.5230298564080256,0,15,1
5,1.765846625276664,0,7,5
6,1.7658630430508195,0,24,10
7,3.5792128155073915,0,27,5
8,2.767434729152909,0,8,4
9,1.5305256140650478,0,22,6
10,2.5425600435859645,1,27,10
11,1.5365823071875377,1,10,4
12,1.534270246429743,1,7,14
13,2.241962271566034,2,26,7
14,0.5,1,15,7
15,0.5,0,19,2
16,1.4377124707590272,2,26,3
17,0.9871688796655762,1,9,1
18,2.314247332595274,1,24,8
19,1.0919759244787892,0,14,9
20,0.5876962986647085,1,16,4
21,3.465648768921554,0,19,6
22,1.7742236995134644,0,21,9
23,2.0675282046879238,1,14,6
24,0.5752518137865432,1,10,14
25,1.4556172754748173,1,22,12
26,2.1109225897098662,0,17,12
27,0.8490064225776972,0,7,12
28,2.375698018345672,0,28,9
29,1.399361310081195,0,14,4
30,1.7083062502067232,1,18,8
31,1.398293387770603,1,10,9
32,3.852278184508938,2,7,4
33,1.986502775262066,1,20,5
34,0.9422890710440996,0,11,14
35,2.822544912103189,3,24,8
36,0.7791563500289778,2,18,12
37,2.2088635950047553,0,13,10
38,0.5,2,19,14
39,0.6718139511015695,0,25,6
40,2.1968612358691235,1,7,12
41,2.7384665799954107,0,6,7
42,2.1713682811899706,0,6,3
43,1.8843517176117595,2,7,7
44,1.6988963044107113,0,22,12
45,0.5214780096325726,1,18,14
46,1.2801557916052912,1,24,8
47,1.5393612290402126,1,22,10
48,3.0571222262189157,0,14,6
49,2.3436182895684614,2,29,10
50,0.5,1,6,9
51,2.324083969394795,2,29,13
52,1.6149177195836835,0,26,6
53,1.3230779996940414,2,5,12
54,2.6116762888408678,0,8,9
55,3.030999522495951,2,18,13
56,2.931280119116199,2,5,4
57,1.1607824767773613,0,18,8
58,1.6907876241487854,0,20,11
59,2.331263431403564,1,26,4
60,2.975545127122359,3,18,2
61,1.52082576215471,1,24,10
62,1.814341023336183,1,7,11
63,0.8936650259939718,1,7,9
64,0.8037933759193292,0,13,5
65,2.812525822394198,0,10,4
66,3.3562400285708227,2,29,2
67,1.927989878419666,2,17,1
68,3.003532897892024,0,25,11
69,2.361636025047634,0,6,7
70,1.3548802453948756,2,12,6
71,2.361395605508414,2,25,2
72,3.538036566465969,1,6,8
73,1.9641739608900484,1,8,11
74,3.564643655814006,3,29,4
75,0.5,2,19,8
76,2.821902504375224,1,8,7
77,2.087047068238171,1,17,5
78,1.7009926495341325,3,16,10
79,2.0917607765355024,2,17,10
80,0.5,3,18,12
81,1.780328112162488,1,24,8
82,2.3571125715117462,0,22,14
83,3.4778940447415163,1,10,9
84,1.4817297817263526,0,15,5
85,1.1915063971068123,1,6,10
86,1.4982429564154636,1,27,5
87,2.915402117702074,0,23,2
88,2.3287511096596845,1,23,5
89,1.4702397962329612,0,9,3
90,2.513267433113356,1,23,7
91,2.0970775493480405,0,6,10
92,2.9686449905328893,1,14,5
93,1.2979469061226476,1,29,8
94,1.6723378534022317,1,6,1
95,1.6078918468678425,0,15,3
96,0.5364850518678814,1,22,3
97,2.296120277064576,1,28,9
98,2.261055272179889,1,19,5
99,2.005113456642461,2,13,12
100,1.7654128666248532,0,27,9
101,0.5846292579495858,1,23,13
102,1.579354677234641,1,13,9
103,1.6572854834732305,0,7,1
104,1.197722730778381,0,25,2
105,1.8387142883339909,1,13,5
106,2.4040508568145382,0,18,4
107,3.8861859012105304,1,23,10
108,2.174577812831839,1,11,9
109,2.2575503907227645,1,20,7
110,1.9255540842338328,0,20,6
111,0.5,0,5,7
112,1.973486124550783,2,8,1
113,2.0602302099410266,0,8,1
114,4.463242112485286,1,11,8
115,1.8076390352188776,0,12,13
116,2.3015473423336124,0,21,13
117,1.9652882302947567,2,9,2
118,0.831321962380468,0,11,12
119,3.1428228145150205,0,24,10
120,2.7519330326867744,1,24,11
121,2.791031947043047,0,8,9
122,1.090612545205261,1,10,7
123,3.402794310936099,1,11,6
124,0.5981489372077191,0,22,1
125,2.5868570938002704,0,9,1
126,4.190455625809978,3,24,2
127,1.0094636748693118,1,7,6
128,1.433702270397228,0,11,14
129,2.099651365087641,1,26,6
130,1.4965243458838007,0,18,2
131,0.5,0,11,1
132,2.0685629748060275,0,9,10
133,0.9376962862738951,0,26,5
134,2.4735924306351817,1,9,5
135,1.0805757657661967,2,27,2
136,3.5499344050175394,0,6,6
137,1.2167467076637628,1,25,9
138,1.6779384837943243,0,26,2
139,2.81351721736967,1,10,10
140,0.7691356835660448,1,19,2
141,2.2274599346041293,0,25,3
142,3.3071427542824283,2,14,13
143,0.5,3,27,7
144,2.184633858532304,1,28,6
145,2.2598827942484236,0,11,12
146,2.7818228717773104,1,9,8
147,0.763049289121918,0,5,8
148,0.6795433869157237,0,17,6
149,2.5219415656168978,3,25,12
150,2.2969846732331862,0,22,11
151,2.2504928503458768,0,17,10
152,2.346448209496976,1,25,3
153,1.3199752784215093,1,25,3
154,2.2322536971610036,1,22,1
155,2.293072473298681,1,9,7
156,1.285648581973632,0,17,5
157,3.865774511144757,0,8,4
158,2.4738329209117875,3,21,10
159,0.8086965027973514,1,7,4
160,2.6565536086338297,2,21,14
161,1.0253183297726784,1,15,4
162,2.787084603742452,0,25,6
163,3.158595579007404,1,24,8
164,1.1793176816482895,1,27,8
165,2.9633761292443217,1,25,5
166,2.4127809269364984,0,8,6
167,2.82206015999449,1,6,4
168,3.896792982653947,1,24,12
169,1.7546118839971294,3,20,14
170,1.2462638356425104,0,22,11
171,1.1104855703744767,0,12,13
172,1.1841897150345617,1,7,9
173,1.9228982905858958,1,13,8
174,2.341151974816644,0,24,10
175,2.276690799330019,1,10,12
176,2.8271832490360236,0,14,10
177,2.013001891877907,1,25,1
178,3.453534077157317,1,14,2
179,1.735343166762044,0,17,9
180,4.720169166589619,3,21,8
181,2.625667347765006,1,13,14
182,1.1428424435837174,0,21,3
183,0.9291075019388877,1,28,8
184,2.482472415243185,2,13,12
185,1.7765372146741492,2,13,1
186,2.714000494092092,2,5,10
187,2.473237624573545,1,6,4
188,1.9271710873431271,1,20,3
189,1.153206281931595,2,5,6
190,0.5,2,14,7
191,1.553485047932979,2,22,4
192,2.8563987943234723,1,12,7
193,2.2140937441302038,4,25,9
194,0.754261221288012,1,15,11
195,2.173180925851182,1,27,2
196,2.385317379728837,1,6,11
197,1.1161425637988671,0,12,3
198,2.153725105945528,0,26,5
199,2.058208718446,1,12,3
200,0.8570297021693769,1,21,11
201,2.3577873603482833,0,19,8
202,2.5607845263682343,2,21,12
203,3.083051243175277,2,27,10
204,3.0538020520349027,0,28,8
205,0.622330632042909,0,17,8
206,1.062174960084877,1,23,12
207,2.5150352672086598,3,9,12
208,2.513785950912209,1,16,9
209,2.515047686306048,1,5,4
210,5.852731490654721,1,27,5
211,2.570890510693167,3,9,5
212,3.135565640180599,1,12,8
213,2.9540017634932023,0,17,7
214,2.651391251305798,0,12,9
215,1.6847307553596544,0,29,14
216,2.7589692204932676,0,27,8
217,1.2271747854624282,0,15,2
218,1.7631813932599911,0,5,10
219,1.5146364521708966,0,17,12
220,2.0818741393863225,0,23,4
221,4.314658566673509,2,28,6
222,0.5,1,7,12
223,2.6862601903745134,2,28,2
224,0.5,1,21,7
225,1.5280681342105664,2,9,3
226,3.088950596967366,0,24,13
227,2.0642800190954627,1,25,3
228,0.9222552220706939,3,12,11
229,1.2846962907400319,0,18,2
230,2.679597748934676,0,8,11
231,1.2696333682828633,0,15,8
232,2.216458589581975,0,24,6
233,2.045571839903814,1,19,1
234,1.3483996523941828,0,23,12
235,4.143944089325325,4,11,1
236,2.633919022318011,1,23,7
237,0.5,1,23,8
238,2.1864543147694278,1,15,5
239,1.338213535231612,0,9,12
240,2.852433334796224,1,9,11
241,1.2074792615672993,1,26,5
242,1.885263558533101,1,12,4
243,2.5049872789804573,0,14,14
244,2.8657551941701214,5,10,6
245,0.7997035929442238,0,19,14
246,1.6654987641590515,1,20,6
247,1.525054688839044,0,21,3
248,1.346670767426288,1,12,9
249,3.765454240281097,0,12,12
250,2.4049817109609557,0,29,11
251,0.7391160456649548,1,13,14
252,2.917861947054776,2,6,7
253,4.122156197012633,2,19,1
254,3.032465260551147,2,22,13
255,0.5,4,7,7
256,1.5157659271337487,3,21,5
257,3.2669111491866225,2,8,5
258,1.2923305343812193,2,8,14
259,2.443819428146228,1,18,13
260,2.7746340534293368,0,13,2
261,1.0730695284219172,1,13,4
262,1.9404746439382,2,29,12
263,0.5,0,27,6
264,0.9756123586657102,0,22,10
265,1.7474318486068396,3,14,11
266,0.7522168180351505,1,25,7
267,3.6324113039316352,1,8,11
268,0.5698586220393673,3,16,5
269,1.5599555133030163,2,12,9
270,2.1307405772860912,2,6,3
271,3.4412732890661157,0,26,1
272,0.5641378488205606,1,17,4
273,3.1631637521549596,1,25,9
274,2.010233061019587,1,20,4
275,1.018491348952049,4,6,2
276,2.462103474263271,1,15,10
277,2.19905969557347,0,14,14
278,1.3997831228412054,0,19,14
279,2.0698020849900187,2,21,5
280,1.6146864031382397,1,12,3
281,2.113517345251248,2,22,13
282,2.6621306745210465,0,27,12
283,3.586016816145352,2,13,13
284,0.762184501173151,0,29,9
285,4.133033374656266,2,12,4
286,0.5,1,18,6
287,1.8482149049644168,2,29,2
288,2.5883172064845765,1,22,6
289,2.2809918677350325,0,26,3
290,1.3773004801794062,2,24,12
291,1.7918777496427247,0,24,12
292,1.5069990653411671,0,25,9
293,1.4106352430557885,0,16,11
294,2.8496020970210245,1,23,2
295,2.3570154859650474,3,18,12
296,1.3070904047393457,4,21,12
297,2.8995998754332506,1,28,9
298,2.3072995208766094,0,25,5
299,2.81286211883896,3,7,8
300,2.629628841923612,0,27,2
301,1.1710049890779277,0,11,6
302,1.4398189598030304,1,21,3
303,2.7472936051232617,0,16,12
304,2.610370265433465,1,13,12
305,1.9790984060358519,1,19,14
306,2.117327383308782,1,22,10
307,3.277664895788425,1,25,5
308,1.4084286111641702,0,17,12
309,2.5470973811700377,1,25,8
310,1.7978073475661058,1,12,10
311,1.7823187967727798,3,18,14
312,3.09877685198719,1,12,1
313,2.8254163489880297,0,18,5
314,2.8135096360006386,1,11,3
315,3.305478807154329,1,27,4
316,2.021003841632759,2,16,2
317,2.681952971294964,0,15,9
318,1.689733243406544,1,26,3
319,2.324166352488442,0,26,2
320,1.8698569456323155,0,15,10
321,2.0969959649927183,0,29,11
322,2.5951570254369134,1,26,9
323,1.1817793167665274,2,17,7
324,4.092387275685461,0,22,6
325,0.993982618500298,0,6,1
326,0.7858113872122678,0,25,5
327,3.1581108735000676,2,19,12
328,2.7916626939629356,1,24,11
329,2.624119817052155,2,22,14
330,2.62834550926428,2,19,11
331,1.9877532271530853,1,23,3
332,1.1027456285141684,3,27,1
333,2.0758045581937266,1,28,4
334,1.3228382884878882,1,16,13
335,2.9751197334177513,0,17,2
336,1.8529426184978615,0,26,2
337,1.1745028032074885,0,15,3
338,1.6786141583470067,1,9,8
339,2.412931454275624,1,5,8
340,1.4362754471960253,0,28,12
341,1.1777796044335687,2,7,7
342,2.2436872114919124,2,26,6
343,2.2449665711087228,3,23,9
344,1.4930568246288702,1,27,4
345,1.5289616943816773,0,11,12
346,2.2320499373576363,0,16,1
347,0.5519156585026759,2,19,8
348,0.5925362256234448,1,29,7
349,1.281555778747564,0,9,7
350,1.7865528482881528,1,19,3
351,2.3109075655980047,0,12,4
352,3.475356216949552,2,14,10
353,2.8576596232020193,1,20,9
354,1.840061470036573,2,12,6
355,1.9809837920973112,0,5,5
356,0.9974706353621912,2,16,3
357,1.98148686400761,2,9,9
358,1.7113413610798616,0,7,5
359,2.3227185603380893,2,5,5
360,1.172769056447677,0,8,14
361,2.5193465142411724,1,12,4
362,3.5327389130025777,2,7,14
363,1.8912398515431423,2,14,4
364,2.4017117220989412,0,6,12
365,2.6901439917111123,1,15,1
366,1.5987795281141637,2,29,7
367,2.2240924818104166,1,14,9
368,2.012592400781795,1,25,3
369,2.0976760985488316,2,18,12
370,1.2269902161445336,0,11,13
371,2.0245101742589426,0,6,2
372,2.49799829124545,1,13,3
373,3.451143607795042,1,20,1
374,2.959270826085207,0,17,6
375,4.153182457511557,2,13,11
376,1.2326524371119505,0,24,11
377,2.872320636720678,0,8,7
378,2.1833420057383517,2,26,11
379,4.189802933217672,3,14,11
380,1.1917017146448485,0,26,2
381,1.1602781578192238,0,16,8
382,1.4006073545559778,0,21,14
383,0.5,0,18,6
384,1.474244978319239,2,18,14
385,1.240867338446302,0,29,4
386,2.1503937864762075,2,6,5
387,2.3417559757771595,1,25,8
388,3.8761708392158862,0,29,14
389,2.95042383818605,2,24,3
390,1.4230963443375968,3,15,3
391,1.101585328651642,1,20,14
392,2.4919191715065057,1,23,14
393,0.6797667929793578,0,27,11
394,3.8314587658543537,0,10,4
395,3.179440120721287,1,28,1
396,1.5308243478952952,2,23,9
397,0.5,1,9,8
398,3.353872374165413,1,8,8
399,1.8854601547473822,4,19,14
400,3.2378163119734618,2,8,10
401,0.5,0,24,6
402,1.4006249770462271,3,14,7
403,2.005243699718183,1,28,6
404,2.046980593764742,1,26,9
405,1.5499345285207564,2,7,3
406,2.6228499323474987,2,9,14
407,0.9323795706174056,2,10,3
408,1.8576205149787066,1,25,3
409,2.120295631711899,0,26,10
410,2.514438834058749,3,12,3
411,2.7116148780888896,1,11,9
412,0.8753579081621308,0,25,12
413,0.5,1,14,4
414,3.277676821898509,0,10,13
415,2.3323140119795918,0,18,7
416,1.2515134634434464,1,8,14
417,3.551151975522523,1,29,9
418,2.1156746342928585,0,17,11
419,3.1792971840638264,1,24,12
420,2.067518481410109,0,21,7
421,4.060747924881987,2,27,9
422,3.7553408424432044,1,11,12
423,1.7510358515209266,2,8,3
424,2.9715709509543555,0,18,4
425,2.6453759495851474,0,7,14
426,3.368631557532349,1,28,8
427,1.0350765394198955,1,9,6
428,2.6860514599984393,3,20,5
429,3.058424486849588,1,27,13
430,0.5,0,24,4
431,0.8167414873342249,0,8,8
432,0.5,2,28,1
433,1.7305931655554423,1,28,14
434,2.717542255795962,1,6,9
435,3.502357052096028,0,22,1
436,2.074094780419775,1,23,8
437,3.628615545571292,0,23,4
438,0.6198985417851086,0,21,9
439,0.5,2,18,14
440,1.9444523011033812,2,23,11
441,2.384065448939307,1,26,5
442,1.9673052519059069,0,28,3
443,0.5,1,17,9
444,1.9108799604872115,2,16,11
445,0.6955304994951468,1,10,14
446,2.6696725488300386,3,25,14
447,2.3665982460968484,0,8,9
448,1.0601202136726449,2,23,4
449,1.4861330826633066,2,20,11
450,0.9407864781110484,0,17,4
451,1.937320902726828,1,8,12
452,2.9551423205012384,2,27,8
453,1.0142739536644563,0,21,2
454,2.504046515517844,1,27,9
455,1.4697423816275592,1,5,13
456,1.2071271677376558,1,22,14
457,1.892969640045442,1,24,6
458,0.9647576775806259,1,21,9
459,1.446350694652818,2,19,8
460,0.8021221074111515,0,15,7
461,3.9647251329163895,0,29,13
462,2.035263551971729,2,26,14
463,1.3002744920074143,0,17,1
464,2.213979910734222,1,5,14
465,1.8876719503091701,2,21,12
466,1.779030400466777,1,10,3
467,2.614166700043425,1,8,11
468,2.757507710047305,2,24,14
469,1.4694988523894725,0,20,2
470,1.4241817593553199,2,19,5
471,1.724948302848356,0,19,5
472,0.5,0,10,5
473,0.5,1,19,4
474,3.3668742674445244,0,18,5
475,3.6449677135012837,0,15,3
476,1.7509639604436216,0,11,12
477,2.5765569630557663,0,13,1
478,2.311250154543536,1,20,5
479,5.078880808455238,1,9,13
480,3.1195749114345768,2,29,9
481,1.8720824085192334,1,24,13
482,1.0444595593995742,0,14,9
483,0.5,3,22,4
484,2.203463635867223,1,7,3
485,1.2436492547156965,0,17,1
486,0.5777462904023258,2,15,2
487,1.3534271157574733,1,21,8
488,0.918451996385605,1,26,1
489,3.6871416350725648,1,17,8
490,2.8816397569494505,0,10,13
491,1.9920273586833825,3,21,7
492,3.479944138890026,1,17,8
493,2.0773683076476184,4,23,12
494,1.1387157986717362,1,25,6
495,3.5231240772696575,1,23,12
496,2.5389100436846586,3,14,14
497,0.9627538456735436,0,7,9
498,1.8096613219163917,0,18,3
499,1.1243817466152428,0,23,10
500,0.6172002690356639,0,9,4
